List ID,PGO Generic Product ID,PNO Current Drug Status,PNO Qty Maximum,PNO Days Supply Minimum,PNO Qty Minimum,PNO Days Supply Maximum,PNO Period Qty Days,PNO Period Qty Maximum,RSTNDCLST,SMART_PA_SCH,Status
ACEACSF,1.91E+13,N,0,0,0,0,0,0,,,P
ACEACSF,1.91E+13,N,0,0,0,0,0,0,CMKACSF*14,CMKACSF*14,R
ACEACSF,1.91E+13,R,0,0,0,0,0,0,,,R
ACEACSF,1.91E+13,R,0,0,0,0,0,0,,,R
ACEACSF,1.91E+13,R,0,0,0,0,0,0,,,R
ACEACSF,1.91E+13,R,0,0,0,0,0,0,,,R
ACEACSF,1.91E+13,R,0,0,0,0,0,0,,,R
ACEACSF,1.91E+13,R,0,0,0,0,0,0,,,R
ACEACSF,1.91E+13,R,0,0,0,0,0,0,,,R
ACEACSF,1.91E+13,R,0,0,0,0,0,0,,,R
ACEACSF,1.91E+13,R,0,0,0,0,0,0,,,R
ACEACSF,1.91E+13,R,0,0,0,0,0,0,,,R
ACEACSF,1.91E+13,R,0,0,0,0,0,0,,,R
ACEACSF,1.91E+13,R,0,0,0,0,0,0,,,R
ACEACSF,1.91E+13,R,0,0,0,0,0,0,,,R
ACEACSF,2.00E+13,N,0,0,0,0,0,0,,,P
ACEACSF,2.00E+13,N,0,0,0,0,0,0,,,P
ACEACSF,2.00E+13,N,0,0,0,0,0,0,,,P
ACEACSF,2.00E+13,N,0,0,0,0,0,0,,,P
ACEACSF,2.00E+13,N,0,0,0,0,0,0,,,P
ACEACSF,2.11E+13,R,0,0,0,0,0,0,,,R
ACEACSF,2.11E+13,N,0,0,0,0,0,0,,,P
ACEACSF,2.13E+13,R,0,0,0,0,0,0,,,R
ACEACSF,2.13E+13,R,0,0,0,0,0,0,,,R
ACEACSF,2.13E+13,R,0,0,0,0,0,0,,,R
ACEACSF,2.13E+13,R,0,0,0,0,0,0,,,R
ACEACSF,2.14E+13,R,0,0,0,0,0,0,,,R
ACEACSF,2.14E+13,R,0,0,0,0,0,0,,,R
ACEACSF,2.14E+13,R,0,0,0,0,0,0,,,R
ACEACSF,2.14E+13,R,0,0,0,0,0,0,,,R
ACEACSF,2.14E+13,R,0,0,0,0,0,0,,,R
ACEACSF,2.14E+13,R,0,0,0,0,0,0,,,R
ACEACSF,2.14E+13,R,0,0,0,0,0,0,,,R
ACEACSF,2.14E+13,R,0,0,0,0,0,0,,,R
ACEACSF,2.14E+13,R,0,0,0,0,0,0,,,R
ACEACSF,2.14E+13,R,0,0,0,0,0,0,,,R
ACEACSF,2.14E+13,R,0,0,0,0,0,0,,,R
ACEACSF,2.14E+13,R,0,0,0,0,0,0,,,R
ACEACSF,2.14E+13,R,0,0,0,0,0,0,,,R
ACEACSF,2.14E+13,R,0,0,0,0,0,0,,,R
ACEACSF,2.14E+13,N,0,0,0,0,0,0,,,P
ACEACSF,2.14E+13,N,0,0,0,0,0,0,,,P
ACEACSF,2.14E+13,N,0,0,0,0,0,0,,,P
ACEACSF,2.14E+13,N,0,0,0,0,0,0,,,P
ACEACSF,2.14E+13,N,0,0,0,0,0,0,,,P
ACEACSF,2.14E+13,N,0,0,0,0,0,0,,,P
ACEACSF,2.15E+13,N,0,0,0,0,0,0,,,P
ACEACSF,2.15E+13,N,0,0,0,0,0,0,,,P
ACEACSF,2.15E+13,N,0,0,0,0,0,0,,,P
ACEACSF,2.15E+13,N,0,0,0,0,0,0,,,P
ACEACSF,2.15E+13,N,0,0,0,0,0,0,,,P
ACEACSF,2.15E+13,N,0,0,0,0,0,0,,,P
ACEACSF,2.15E+13,N,0,0,0,0,0,0,,,P
ACEACSF,2.15E+13,R,0,0,0,0,0,0,,,R
ACEACSF,2.15E+13,R,0,0,0,0,0,0,,,R
ACEACSF,2.15E+13,R,0,0,0,0,0,0,,,R
ACEACSF,2.15E+13,R,0,0,0,0,0,0,,,R
ACEACSF,2.15E+13,R,0,0,0,0,0,0,,,R
ACEACSF,2.15E+13,N,0,0,0,0,0,0,,,P
ACEACSF,2.15E+13,N,0,0,0,0,0,0,,,P
ACEACSF,2.15E+13,N,0,0,0,0,0,0,,,P
ACEACSF,2.15E+13,N,0,0,0,0,0,0,,,P
ACEACSF,2.15E+13,N,0,0,0,0,0,0,,,P
ACEACSF,2.15E+13,R,0,0,0,0,0,0,,,R
ACEACSF,2.15E+13,R,0,0,0,0,0,0,,,R
ACEACSF,2.15E+13,R,0,0,0,0,0,0,,,R
ACEACSF,2153801000B720,R,0,0,0,0,0,0,,,R
ACEACSF,2153801000B725,R,0,0,0,0,0,0,,,R
ACEACSF,2153801000B730,R,0,0,0,0,0,0,,,R
ACEACSF,2.18E+13,R,0,0,0,0,0,0,,,R
ACEACSF,2.18E+13,R,0,0,0,0,0,0,,,R
ACEACSF,2.18E+13,R,0,0,0,0,0,0,,,R
ACEACSF,2.18E+13,R,0,0,0,0,0,0,,,R
ACEACSF,2.18E+13,R,0,0,0,0,0,0,,,R
ACEACSF,2.20E+13,R,0,0,0,0,0,0,,,R
ACEACSF,2.21E+13,N,0,0,0,0,0,0,,,P
ACEACSF,2.21E+13,N,0,0,0,0,0,0,,,P
ACEACSF,2.21E+13,N,0,0,0,0,0,0,,,P
ACEACSF,2.21E+13,N,0,0,0,0,0,0,,,P
ACEACSF,2.21E+13,N,0,0,0,0,0,0,,,P
ACEACSF,2.52E+13,N,0,0,0,0,0,0,,,P
ACEACSF,3004486010E520,R,0,0,0,0,0,0,,,R
ACEACSF,3.01E+13,N,0,0,0,0,0,0,,,P
ACEACSF,3.01E+13,N,0,0,0,0,0,0,,,P
ACEACSF,3.01E+13,N,0,0,0,0,0,0,,,P
ACEACSF,3.01E+13,N,0,0,0,0,0,0,,,P
ACEACSF,3.01E+13,N,0,0,0,0,0,0,,,P
ACEACSF,3.01E+13,N,0,0,0,0,0,0,,,P
ACEACSF,3.01E+13,N,0,0,0,0,0,0,,,P
ACEACSF,3.01E+13,N,0,0,0,0,0,0,,,P
ACEACSF,3008007040G240,N,0,0,0,0,0,0,,,P
ACEACSF,3.01E+13,N,0,0,0,0,0,0,,,P
ACEACSF,3.01E+13,N,0,0,0,0,0,0,,,P
ACEACSF,3.01E+13,N,0,0,0,0,0,0,,,P
ACEACSF,3.01E+13,N,0,0,0,0,0,0,,,P
ACEACSF,3.01E+13,N,0,0,0,0,0,0,,,P
ACEACSF,3.01E+13,N,0,0,0,0,0,0,,,P
ACEACSF,3.01E+13,N,0,0,0,0,0,0,,,P
ACEACSF,3.01E+13,N,0,0,0,0,0,0,,,P
ACEACSF,3.01E+13,N,0,0,0,0,0,0,,,P
ACEACSF,3.01E+13,N,0,0,0,0,0,0,,,P
ACEACSF,3.01E+13,N,0,0,0,0,0,0,ACFPG00042,ACFPG00042,R
ACEACSF,3.01E+13,N,0,0,0,0,0,0,,,P
ACEACSF,3.01E+13,N,0,0,0,0,0,0,,,P
ACEACSF,3.01E+13,N,0,0,0,0,0,0,,,P
ACEACSF,3.01E+13,N,0,0,0,0,0,0,,,P
ACEACSF,3.01E+13,N,0,0,0,0,0,0,,,P
ACEACSF,3.01E+13,N,0,0,0,0,0,0,,,P
ACEACSF,3.01E+13,N,0,0,0,0,0,0,,,P
ACEACSF,3.01E+13,N,0,0,0,0,0,0,,,P
ACEACSF,3.01E+13,N,0,0,0,0,0,0,,,P
ACEACSF,3.01E+13,N,0,0,0,0,0,0,,,P
ACEACSF,3.01E+13,N,0,0,0,0,0,0,,,P
ACEACSF,3.01E+13,N,0,0,0,0,0,0,,,P
ACEACSF,3.02E+13,N,0,0,0,0,0,0,,,P
ACEACSF,3.02E+13,N,0,0,0,0,0,0,,,P
ACEACSF,3.02E+13,N,0,0,0,0,0,0,,,P
ACEACSF,3.02E+13,R,0,0,0,0,0,0,,,R
ACEACSF,3.09E+13,N,0,0,0,0,0,0,,,P
ACEACSF,3.09E+13,N,0,0,0,0,0,0,,,P
ACEACSF,3.09E+13,N,0,0,0,0,0,0,,,P
ACEACSF,3.09E+13,N,0,0,0,0,0,0,,,P
ACEACSF,3.09E+13,N,0,0,0,0,0,0,,,P
ACEACSF,3.09E+13,N,0,0,0,0,0,0,,,P
ACEACSF,3090855040E510,N,0,0,0,0,0,0,,,P
ACEACSF,3090855040E520,N,0,0,0,0,0,0,,,P
ACEACSF,3090855040E530,N,0,0,0,0,0,0,,,P
ACEACSF,3.87E+13,N,0,0,0,0,0,0,,,P
ACEACSF,3.87E+13,N,0,0,0,0,0,0,,,P
ACEACSF,3.87E+13,N,0,0,0,0,0,0,,,P
ACEACSF,3935001000D220,N,0,0,0,0,0,0,,,P
ACEACSF,3935001000D230,N,0,0,0,0,0,0,,,P
ACEACSF,3935001000D520,N,0,0,0,0,0,0,,,P
ACEACSF,3935001000D530,N,0,0,0,0,0,0,,,P
ACEACSF,3935001000E520,N,0,0,0,0,0,0,,,P
ACEACSF,3935001000E530,N,0,0,0,0,0,0,,,P
ACEACSF,4.01E+13,N,0,0,0,0,0,0,,,P
ACEACSF,4.01E+13,N,0,0,0,0,0,0,,,P
ACEACSF,4.01E+13,N,0,0,0,0,0,0,,,P
ACEACSF,4.01E+13,N,0,0,0,0,0,0,,,P
ACEACSF,4.06E+13,R,0,0,0,0,0,0,,,R
ACEACSF,4.06E+13,R,0,0,0,0,0,0,,,R
ACEACSF,4.46E+13,N,0,0,0,0,0,0,,,P
ACEACSF,4.51E+13,P,0,0,0,0,0,0,,,R
ACEACSF,4.51E+13,N,0,0,0,0,0,0,ACFPG00113,ACFPG00113,R
ACEACSF,5.25E+13,N,0,0,0,0,0,0,,,P
ACEACSF,5.25E+13,N,0,0,0,0,0,0,,,P
ACEACSF,5.25E+13,N,0,0,0,0,0,0,,,P
ACEACSF,5.25E+13,N,0,0,0,0,0,0,,,P
ACEACSF,5.25E+13,N,0,0,0,0,0,0,,,P
ACEACSF,5.25E+13,R,0,0,0,0,0,0,,,R
ACEACSF,5.25E+13,R,0,0,0,0,0,0,,,R
ACEACSF,5.64E+13,N,0,0,0,0,0,0,,,P
ACEACSF,5.64E+13,N,0,0,0,0,0,0,,,P
ACEACSF,5.81E+13,R,0,0,0,0,0,0,,,R
ACEACSF,6.15E+13,R,0,0,0,0,0,0,,,R
ACEACSF,6.15E+13,R,0,0,0,0,0,0,,,R
ACEACSF,6.24E+13,N,0,0,0,0,0,0,,,P
ACEACSF,6.24E+13,N,0,0,0,0,0,0,,,P
ACEACSF,6240306045F530,N,0,0,0,0,0,0,,,P
ACEACSF,6240306045F830,N,0,0,0,0,0,0,,,P
ACEACSF,6.24E+13,N,0,0,0,0,0,0,,,P
ACEACSF,6.24E+13,N,0,0,0,0,0,0,ACFPG00075,ACFPG00075,R
ACEACSF,6240307530D220,N,0,0,0,0,0,0,,,P
ACEACSF,6240307530D250,N,0,0,0,0,0,0,,,P
ACEACSF,6240307530E520,N,0,0,0,0,0,0,,,P
ACEACSF,6240307530E550,N,0,0,0,0,0,0,,,P
ACEACSF,6.24E+13,N,0,0,0,0,0,0,,,P
ACEACSF,6240502500E520,R,0,0,0,0,0,0,,,R
ACEACSF,6.24E+13,R,0,0,0,0,0,0,,,R
ACEACSF,6.24E+13,R,0,0,0,0,0,0,,,R
ACEACSF,6625005000D511,N,0,0,0,0,0,0,,,P
ACEACSF,6625005000D515,N,0,0,0,0,0,0,,,P
ACEACSF,6625005000D518,N,0,0,0,0,0,0,,,P
ACEACSF,6625005000D520,N,0,0,0,0,0,0,,,P
ACEACSF,6625005000D523,N,0,0,0,0,0,0,,,P
ACEACSF,6625005000D525,N,0,0,0,0,0,0,ACFPG00104,ACFPG00104,R
ACEACSF,6625005000D528,N,0,0,0,0,0,0,,,P
ACEACSF,6625005000D530,N,0,0,0,0,0,0,,,P
ACEACSF,6626001000E520,N,0,0,0,0,0,0,,,P
ACEACSF,6627004000D520,N,0,0,0,0,0,0,,,P
ACEACSF,6627004000D540,N,0,0,0,0,0,0,,,P
ACEACSF,6627004000E520,N,0,0,0,0,0,0,,,P
ACEACSF,6627004000E540,N,0,0,0,0,0,0,,,P
ACEACSF,6640001000D520,P,0,0,0,0,0,0,,,R
ACEACSF,6640001000E510,P,0,0,0,0,0,0,,,R
ACEACSF,6640001000E515,P,0,0,0,0,0,0,,,R
ACEACSF,6640001000E520,P,0,0,0,0,0,0,,,R
ACEACSF,6.64E+13,N,0,0,0,0,0,0,,,P
ACEACSF,6.64E+13,N,0,0,0,0,0,0,,,P
ACEACSF,6650007000D520,R,0,0,0,0,0,0,,,R
ACEACSF,6650007000E520,N,0,0,0,0,0,0,,,P
ACEACSF,6.65E+13,N,0,0,0,0,0,0,,,P
ACEACSF,6.65E+13,N,0,0,0,0,0,0,,,P
ACEACSF,6.65E+13,N,0,0,0,0,0,0,,,P
ACEACSF,6.66E+13,N,0,0,0,0,0,0,,,P
ACEACSF,6.66E+13,N,0,0,0,0,0,0,,,P
ACEACSF,6.74E+13,R,0,0,0,0,0,0,,,R
ACEACSF,7.22E+13,N,0,0,0,0,0,0,,,P
ACEACSF,7.22E+13,N,0,0,0,0,0,0,,,P
ACEACSF,7.32E+13,R,0,0,0,0,0,0,,,R
ACEACSF,7580004000E530,N,0,0,0,0,0,0,,,P
ACEACSF,7580004000E560,N,0,0,0,0,0,0,,,P
ACEACSF,7580006000E515,N,0,0,0,0,0,0,,,P
ACEACSF,7580006000E520,N,0,0,0,0,0,0,,,P
ACEACSF,7580006000E530,N,0,0,0,0,0,0,,,P
ACEACSF,7.58E+13,N,0,0,0,0,0,0,,,P
ACEACSF,7580007010E420,N,0,0,0,0,0,0,,,P
ACEACSF,7580007010E520,N,0,0,0,0,0,0,,,P
ACEACSF,7580007010E525,N,0,0,0,0,0,0,ACFPG00054,ACFPG00054,R
ACEACSF,7.58E+13,N,0,0,0,0,0,0,,,P
ACEACSF,8.24E+13,R,0,0,0,0,0,0,,,R
ACEACSF,8.24E+13,R,0,0,0,0,0,0,,,R
ACEACSF,8240102000E510,N,0,0,0,0,0,0,CMKACSF*06,CMKACSF*06,R
ACEACSF,8240102000E520,N,0,0,0,0,0,0,CMKACSF*08,CMKACSF*08,R
ACEACSF,8240102000E530,N,0,0,0,0,0,0,CMKACSF*09,CMKACSF*09,R
ACEACSF,8240102000E535,N,0,0,0,0,0,0,CMKACSF*09,CMKACSF*09,R
ACEACSF,8240102000E540,N,0,0,0,0,0,0,CMKACSF*09,CMKACSF*09,R
ACEACSF,8240102000E545,N,0,0,0,0,0,0,CMKACSF*09,CMKACSF*09,R
ACEACSF,8240102000E550,N,0,0,0,0,0,0,CMKACSF*09,CMKACSF*09,R
ACEACSF,8240102000E555,N,0,0,0,0,0,0,CMKACSF*09,CMKACSF*09,R
ACEACSF,8240102000E565,N,0,0,0,0,0,0,,,P
ACEACSF,8240102000E570,N,0,0,0,0,0,0,,,P
ACEACSF,8240102000E575,N,0,0,0,0,0,0,,,P
ACEACSF,8.24E+13,N,0,0,0,0,0,0,,,P
ACEACSF,8.24E+13,N,0,0,0,0,0,0,,,P
ACEACSF,8.24E+13,N,0,0,0,0,0,0,,,P
ACEACSF,8.24E+13,N,0,0,0,0,0,0,,,P
ACEACSF,8.24E+13,N,0,0,0,0,0,0,,,P
ACEACSF,8.24E+13,N,0,0,0,0,0,0,,,P
ACEACSF,8240104010E510,N,0,0,0,0,0,0,,,P
ACEACSF,8240104010E515,N,0,0,0,0,0,0,,,P
ACEACSF,8240104010E520,N,0,0,0,0,0,0,,,P
ACEACSF,8240104010E525,N,0,0,0,0,0,0,,,P
ACEACSF,8240104010E535,N,0,0,0,0,0,0,,,P
ACEACSF,8240104010E545,N,0,0,0,0,0,0,,,P
ACEACSF,8.24E+13,R,0,0,0,0,0,0,,,R
ACEACSF,8.24E+13,R,0,0,0,0,0,0,,,R
ACEACSF,8.24E+13,R,0,0,0,0,0,0,,,R
ACEACSF,8.24E+13,R,0,0,0,0,0,0,,,R
ACEACSF,8240152000E545,N,0,0,0,0,0,0,,,P
ACEACSF,8240152000E550,N,0,0,0,0,0,0,,,P
ACEACSF,8.24E+13,N,0,0,0,0,0,0,,,P
ACEACSF,8.24E+13,N,0,0,0,0,0,0,,,P
ACEACSF,8240152060E530,N,0,0,0,0,0,0,,,P
ACEACSF,8240152060E540,N,0,0,0,0,0,0,,,P
ACEACSF,8240152070E530,N,0,0,0,0,0,0,,,P
ACEACSF,8240152070E540,N,0,0,0,0,0,0,,,P
ACEACSF,8.24E+13,N,0,0,0,0,0,0,,,P
ACEACSF,8.24E+13,N,0,0,0,0,0,0,,,P
ACEACSF,8240157005E520,R,0,0,0,0,0,0,,,R
ACEACSF,8240157020E520,N,0,0,0,0,0,0,,,P
ACEACSF,8.24E+13,R,0,0,0,0,0,0,,,R
ACEACSF,8.24E+13,R,0,0,0,0,0,0,,,R
ACEACSF,8.27E+13,N,0,0,0,0,0,0,,,P
ACEACSF,8.28E+13,R,0,0,0,0,0,0,,,R
ACEACSF,8.51E+13,N,0,0,0,0,0,0,ACFPG00130,ACFPG00130,R
ACEACSF,8.51E+13,N,0,0,0,0,0,0,ACFPG00131,ACFPG00131,R
ACEACSF,8.51E+13,N,0,0,0,0,0,0,ACFPG00132,ACFPG00132,R
ACEACSF,8.51E+13,N,0,0,0,0,0,0,ACFPG00133,ACFPG00133,R
ACEACSF,8.51E+13,N,0,0,0,0,0,0,ACFPG00088,ACFPG00088,R
ACEACSF,8.51E+13,N,0,0,0,0,0,0,,,P
ACEACSF,8.51E+13,N,0,0,0,0,0,0,,,P
ACEACSF,8.51E+13,N,0,0,0,0,0,0,,,P
ACEACSF,8.51E+13,N,0,0,0,0,0,0,,,P
ACEACSF,8.51E+13,N,0,0,0,0,0,0,,,P
ACEACSF,8.51E+13,N,0,0,0,0,0,0,,,P
ACEACSF,8.51E+13,N,0,0,0,0,0,0,,,P
ACEACSF,8.51E+13,N,0,0,0,0,0,0,,,P
ACEACSF,8.51E+13,N,0,0,0,0,0,0,,,P
ACEACSF,8.51E+13,N,0,0,0,0,0,0,,,P
ACEACSF,8.51E+13,R,0,0,0,0,0,0,,,R
ACEACSF,8.51E+13,R,0,0,0,0,0,0,,,R
ACEACSF,8.51E+13,R,0,0,0,0,0,0,,,R
ACEACSF,8.51E+13,R,0,0,0,0,0,0,,,R
ACEACSF,8.51E+13,R,0,0,0,0,0,0,,,R
ACEACSF,8.51E+13,R,0,0,0,0,0,0,,,R
ACEACSF,8.51E+13,N,0,0,0,0,0,0,,,P
ACEACSF,8.51E+13,N,0,0,0,0,0,0,,,P
ACEACSF,8.51E+13,N,0,0,0,0,0,0,,,P
ACEACSF,8.51E+13,N,0,0,0,0,0,0,,,P
ACEACSF,8.51E+13,N,0,0,0,0,0,0,,,P
ACEACSF,8.51E+13,N,0,0,0,0,0,0,,,P
ACEACSF,8.51E+13,R,0,0,0,0,0,0,,,R
ACEACSF,8.51E+13,R,0,0,0,0,0,0,,,R
ACEACSF,8.58E+13,R,0,0,0,0,0,0,,,R
ACEACSF,8.58E+13,N,0,0,0,0,0,0,,,P
ACEACSF,8.58E+13,R,0,0,0,0,0,0,,,R
ACEACSF,8.67E+13,R,0,0,0,0,0,0,,,R
ACEACSF,9025052000E520,N,0,0,0,0,0,0,,,P
ACEACSF,9025055400D520,P,0,0,0,0,0,0,,,R
ACEACSF,9025055400E520,P,0,0,0,0,0,0,,,R
ACEACSF,9025058010E520,R,0,0,0,0,0,0,,,R
ACEACSF,9.03E+13,N,0,0,0,0,0,0,,,P
ACEACSF,9.31E+13,N,0,0,0,0,0,0,,,P
ACEACSF,9.71E+13,N,0,0,0,0,0,0,ACFPG00023,ACFPG00023,R
ACEACSF,9.94E+13,N,0,0,0,0,0,0,,,P
ACEACSF,9.94E+13,N,0,0,0,0,0,0,,,P
ACEACSF,9.94E+13,N,0,0,0,0,0,0,,,P
ACEACSF,9.94E+13,N,0,0,0,0,0,0,,,P
ACEACSF,9.94E+13,N,0,0,0,0,0,0,,,P
ACEACSF,9.94E+13,N,0,0,0,0,0,0,,,P
ACEACSF,9.94E+13,N,0,0,0,0,0,0,,,P
ACEACSF,9.94E+13,N,0,0,0,0,0,0,,,P
ACEACSF,9.94E+13,N,0,0,0,0,0,0,,,P
ACEACSF,9.94E+13,N,0,0,0,0,0,0,,,P
ACEACSF,9.94E+13,N,0,0,0,0,0,0,,,P
ACEACSF,9.94E+13,N,0,0,0,0,0,0,,,P
ACEACSF,9.94E+13,N,0,0,0,0,0,0,,,P
ACEACSF,9.94E+13,N,0,0,0,0,0,0,,,P
ACEACSF,9.94E+13,N,0,0,0,0,0,0,ACFPG00026,ACFPG00026,R
ACEACSF,9.94E+13,N,0,0,0,0,0,0,ACFPG00027,ACFPG00027,R
ACEACSF,9.94E+13,N,0,0,0,0,0,0,ACFPG00028,ACFPG00028,R
ACEACSF,9.94E+13,N,0,0,0,0,0,0,,,P
ACEACSF,9.94E+13,N,0,0,0,0,0,0,,,P
ACEACSF,9.94E+13,N,0,0,0,0,0,0,,,P
ACEACSF,9.94E+13,N,0,0,0,0,0,0,,,P
ACEACSF,9.94E+13,N,0,0,0,0,0,0,,,P
ACEACSF,9.94E+13,N,0,0,0,0,0,0,,,P
ACEACSF,9.94E+13,N,0,0,0,0,0,0,,,P
ACEACSF,9.94E+13,N,0,0,0,0,0,0,,,P
ACEACSF,9942201500D520,N,0,0,0,0,0,0,,,P
ACEACSF,9942201500E520,N,0,0,0,0,0,0,,,P
ACEEXCEPT,XXXXXXXXXXXXXX,a,0,0,0,0,0,0,,,P
ACEEXCEPT,861010040020**,a,0,0,0,0,0,0,,,P
ACEEXCEPT,861010050042**,a,0,0,0,0,0,0,,,P
ACEEXCEPT,861010071018**,a,0,0,0,0,0,0,,,P
ACEEXCEPT,861010231020**,a,0,0,0,0,0,0,,,P
ACEEXCEPT,861010290020**,a,0,0,0,0,0,0,,,P
ACEEXCEPT,861010300020**,a,0,0,0,0,0,0,,,P
ACEEXCEPT,861010360020**,a,0,0,0,0,0,0,,,P
ACEEXCEPT,861010381020**,a,0,0,0,0,0,0,,,P
ACEEXCEPT,861010470020**,a,0,0,0,0,0,0,,,P
ACEEXCEPT,861010700020**,a,0,0,0,0,0,0,,,P
ACEEXCEPT,861020101020**,a,0,0,0,0,0,0,,,P
ACEEXCEPT,861030200020**,a,0,0,0,0,0,0,,,P
ACEEXCEPT,861040100018**,a,0,0,0,0,0,0,,,P
ACEEXCEPT,861050070020**,a,0,0,0,0,0,0,,,P
ACEEXCEPT,861099026020**,a,0,0,0,0,0,0,,,P
ACEEXCEPT,861099032020**,a,0,0,0,0,0,0,,,P
ACEEXCEPT,862000500020**,a,0,0,0,0,0,0,,,P
ACEEXCEPT,862500101018**,a,0,0,0,0,0,0,,,P
ACEEXCEPT,862500101020**,a,0,0,0,0,0,0,,,P
ACEEXCEPT,862500121020**,a,0,0,0,0,0,0,,,P
ACEEXCEPT,862500151020**,a,0,0,0,0,0,0,,,P
ACEEXCEPT,862500201020**,a,0,0,0,0,0,0,,,P
ACEEXCEPT,862500300020**,a,0,0,0,0,0,0,,,P
ACEEXCEPT,862500301020**,a,0,0,0,0,0,0,,,P
ACEEXCEPT,862500301076**,a,0,0,0,0,0,0,,,P
ACEEXCEPT,862599021520**,a,0,0,0,0,0,0,,,P
ACEEXCEPT,862599022020**,a,0,0,0,0,0,0,,,P
ACEEXCEPT,863000100018**,a,0,0,0,0,0,0,,,P
ACEEXCEPT,863000101020**,a,0,0,0,0,0,0,,,P
ACEEXCEPT,863000120016**,a,0,0,0,0,0,0,,,P
ACEEXCEPT,863000200018**,a,0,0,0,0,0,0,,,P
ACEEXCEPT,863000201018**,a,0,0,0,0,0,0,,,P
ACEEXCEPT,863000351018**,a,0,0,0,0,0,0,,,P
ACEEXCEPT,863000351040**,a,0,0,0,0,0,0,,,P
ACEEXCEPT,863000501018**,a,0,0,0,0,0,0,,,P
ACEEXCEPT,863000502020**,a,0,0,0,0,0,0,,,P
ACEEXCEPT,863000700018**,a,0,0,0,0,0,0,,,P
ACEEXCEPT,863099021518**,a,0,0,0,0,0,0,,,P
ACEEXCEPT,863099021718**,a,0,0,0,0,0,0,,,P
ACEEXCEPT,863099027218**,a,0,0,0,0,0,0,,,P
ACEEXCEPT,863099027220**,a,0,0,0,0,0,0,,,P
ACEEXCEPT,863099028018**,a,0,0,0,0,0,0,,,P
ACEEXCEPT,863099033218**,a,0,0,0,0,0,0,,,P
ACEEXCEPT,863099033418**,a,0,0,0,0,0,0,,,P
ACEEXCEPT,863099033618**,a,0,0,0,0,0,0,,,P
ACEEXCEPT,863300150020**,a,0,0,0,0,0,0,,,P
ACEEXCEPT,863300500020**,a,0,0,0,0,0,0,,,P
ACEEXCEPT,863300650020**,a,0,0,0,0,0,0,,,P
ACEEXCEPT,863300700020**,a,0,0,0,0,0,0,,,P
ACEEXCEPT,863300851020**,a,0,0,0,0,0,0,,,P
ACEEXCEPT,863500101020**,a,0,0,0,0,0,0,,,P
ACEEXCEPT,863500201020**,a,0,0,0,0,0,0,,,P
ACEEXCEPT,863500301020**,a,0,0,0,0,0,0,,,P
ACEEXCEPT,863500371020**,a,0,0,0,0,0,0,,,P
ACEEXCEPT,863500401020**,a,0,0,0,0,0,0,,,P
ACEEXCEPT,863500500020**,a,0,0,0,0,0,0,,,P
